"Query","Dates range","Impressions","Clicks","CTR %","Avg. position","Avg. click position","Impressions for 1st position","Clicks from pos. 1","CTR % for pos. 1","Impressions for pos. 2-3","Clicks from pos. 2-3","CTR % for pos. 2-3","Avg. impression position for pos. 2-3","Avg. click position from pos. 2-3","Impressions for pos. 4-10","Clicks from pos. 4-10","CTR % for pos. 4-10","Avg. impression position for pos. 4-10","Avg. click position from pos. 4-10","Impressions for pos. 11-50","Clicks from pos. 11-50","CTR % for pos. 11-50","Avg. impression position for pos. 11-50","Avg. click position from pos. 11-50"
"ремонт ручного листогиба","2026-07-23 - 2026-08-23","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"ремонт станков услуги ремонта","2026-07-23 - 2026-08-23","1.00","0.00","0.00","24.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","24.00",""
"ryzhakov@stanki.ru","2026-07-23 - 2026-08-23","1.00","0.00","0.00","4.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"на чпу станке не включается экран","2026-07-23 - 2026-08-23","1.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"типичные неисправности гидравлики китайского листогиба","2026-07-23 - 2026-08-23","1.00","0.00","0.00","6.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"услуги листогиба верещагино","2026-07-23 - 2026-08-23","1.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"ленточная пила bekamak поломки и ремонт","2026-07-23 - 2026-08-23","1.00","0.00","0.00","6.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"гибочный станок не догибает","2026-07-23 - 2026-08-23","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"ремонт листогибов нижний новгород","2026-07-23 - 2026-08-23","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"ремонт деревообрабатывающих станков в москве quadro-tech5nology-v5","2026-07-23 - 2026-08-23","1.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"delem t-3500t не реагирует","2026-07-23 - 2026-08-23","1.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"ип горбунов максим антонович 9944282899","2026-07-23 - 2026-08-23","1.00","0.00","0.00","13.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","13.00",""
"проблемы с листогибом,нож слетает с планки","2026-07-23 - 2026-08-23","1.00","0.00","0.00","6.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"ремонт ленточных пил воронеж","2026-07-23 - 2026-08-23","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"услуга ремонт ленточных пилорам","2026-07-23 - 2026-08-23","1.00","0.00","0.00","23.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","23.00",""
"технология ремонт станка профилегибочного","2026-07-23 - 2026-08-23","1.00","0.00","0.00","13.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","13.00",""
"ремонт листогиба атлант","2026-07-23 - 2026-08-23","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"неисправности листогибочный станок","2026-07-23 - 2026-08-23","1.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"delem da-60t листогиб не реагирует","2026-07-23 - 2026-08-23","1.00","0.00","0.00","3.00","","0.00","0.00","","1.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"замена перепускного клапана в гильотине дурма","2026-07-23 - 2026-08-23","1.00","0.00","0.00","4.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"услуги листогиба бугульма","2026-07-23 - 2026-08-23","1.00","0.00","0.00","4.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"листогиб неисправности для списания","2026-07-23 - 2026-08-23","1.00","0.00","0.00","3.00","","0.00","0.00","","1.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"ремонт станков по дереву quadro-tec26hnology","2026-07-23 - 2026-08-23","1.00","0.00","0.00","12.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"устройство натяжения ленточной пилы кулебаки с манометром","2026-07-23 - 2026-08-23","1.00","0.00","0.00","32.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","32.00",""
"ремонт гидравлики станков","2026-07-23 - 2026-08-23","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"lazzati сервис станков","2026-07-23 - 2026-08-23","1.00","0.00","0.00","6.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"стойка чпу замена","2026-07-23 - 2026-08-23","1.00","0.00","0.00","32.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","32.00",""
"если листогиб неправильно гнет, как назвать причину","2026-07-23 - 2026-08-23","1.00","0.00","0.00","12.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"контроллер delem da-58t руководство по эксплуатации на русском","2026-07-23 - 2026-08-23","1.00","1.00","100.00","12.00","12.00","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","1.00","100.00","12.00","12.00"
"da058 30243013","2026-07-23 - 2026-08-23","1.00","0.00","0.00","12.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"диагностика листогибочного станка iron mac hrb-k 80/2500","2026-07-23 - 2026-08-23","1.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"по каким причинам на листогибе постоянно работает медленный ход на опускание","2026-07-23 - 2026-08-23","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"ремонт листогиба листогибочного пресса настройка в нижнем новгороде","2026-07-23 - 2026-08-23","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"обслуживание и ремонт гильотин","2026-07-23 - 2026-08-23","1.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"станок не вскрывали не проверяли","2026-07-23 - 2026-08-23","1.00","0.00","0.00","13.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","13.00",""
"delem da-66we после обнуления ни куда не движется","2026-07-23 - 2026-08-23","1.00","1.00","100.00","4.00","4.00","0.00","0.00","","0.00","0.00","","","","1.00","1.00","100.00","4.00","4.00","0.00","0.00","","",""
"ремонт пил порхов","2026-07-23 - 2026-08-23","1.00","0.00","0.00","9.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","9.00","","0.00","0.00","","",""
"как проверить целостность кабеля до энкодера","2026-07-23 - 2026-08-23","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"ремонт ручных профилегибов","2026-07-23 - 2026-08-23","1.00","1.00","100.00","2.00","2.00","0.00","0.00","","1.00","1.00","100.00","2.00","2.00","0.00","0.00","","","","0.00","0.00","","",""
"ремонт электроинструмента нижнеудинск","2026-07-23 - 2026-08-23","1.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"как восстановить машинный параметры на системе delem","2026-07-23 - 2026-08-23","1.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"стойка delim da 66 t как уменьшить параметр глушения","2026-07-23 - 2026-08-23","1.00","0.00","0.00","9.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","9.00","","0.00","0.00","","",""
"почему залипает электромагнитный листогибочный станок","2026-07-23 - 2026-08-23","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"обслуживание то станка гильотина","2026-07-23 - 2026-08-23","1.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"диагностика листогиба ам","2026-07-23 - 2026-08-23","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"листогибочные работы семилуки","2026-07-23 - 2026-08-23","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"нож для гильотины по металлу починить нож","2026-07-23 - 2026-08-23","1.00","0.00","0.00","4.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"ремонт гильотины для бумаги","2026-07-23 - 2026-08-23","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"ремонт и заказ ленточных пил кудымкар юрино","2026-07-23 - 2026-08-23","1.00","0.00","0.00","1.00","","1.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"стойки cubulec или delem","2026-07-23 - 2026-08-23","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"ремонт в спб листогиба ив2144п в спб","2026-07-23 - 2026-08-23","1.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"lazzati сервис станков в россии","2026-07-23 - 2026-08-23","1.00","0.00","0.00","6.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"ремонт деревообрабатывающих станков в москве quadro-technology 2","2026-07-23 - 2026-08-23","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"гидравлический трубогиб ручной ремонт","2026-07-23 - 2026-08-23","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"сервис бош пилы в лихославле","2026-07-23 - 2026-08-23","1.00","2.00","200.00","1.00","1.00","1.00","2.00","200.00","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"ремонт деревообрабатывающих станков {quadro-technology2}","2026-07-23 - 2026-08-23","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"ремонт станков гильотины","2026-07-23 - 2026-08-23","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"гидравлический листогиб недогибает после некоторого времени работы","2026-07-23 - 2026-08-23","1.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"на листогибе pba не включается насос.","2026-07-23 - 2026-08-23","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"сервис станков москва","2026-07-23 - 2026-08-23","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"ремонт станков с чпу delem","2026-07-23 - 2026-08-23","1.00","0.00","0.00","1.00","","1.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"ремонт и дозаправка гидроаккумулятора гильотинных ножниц вариф цена","2026-07-23 - 2026-08-23","1.00","0.00","0.00","3.00","","0.00","0.00","","1.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"замена платы estun","2026-07-23 - 2026-08-23","1.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"что заливается в гидросистему ленточной пилы по металлу","2026-07-23 - 2026-08-23","1.00","0.00","0.00","9.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","9.00","","0.00","0.00","","",""
"из за чего гидравлический листогиб не отпускается вниз и верх при нажатии педали","2026-07-23 - 2026-08-23","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"ремонт пилы в глазове","2026-07-23 - 2026-08-23","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"слава горбунов нижний новгород кроу","2026-07-23 - 2026-08-23","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"ремонт ленточной пилы по металлу","2026-07-23 - 2026-08-23","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"трубогиб и профилегиб, чем отличается","2026-07-23 - 2026-08-23","1.00","0.00","0.00","9.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","9.00","","0.00","0.00","","",""
"как ремонтировать листогибочный станок stalex","2026-07-23 - 2026-08-23","1.00","0.00","0.00","1.00","","1.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"ремонт станка гидравлическая гильотина metal master hcj 3280 e в самаре","2026-07-23 - 2026-08-23","1.00","1.00","100.00","2.00","2.00","0.00","0.00","","1.00","1.00","100.00","2.00","2.00","0.00","0.00","","","","0.00","0.00","","",""
"ремонт ленточнопильного станка","2026-07-23 - 2026-08-23","1.00","0.00","0.00","27.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","27.00",""
"ремонт листогибочного станка замена держателя матрицы","2026-07-23 - 2026-08-23","1.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"ремонт деревообрабатывающих станков в москве quadro-technolоgy4","2026-07-23 - 2026-08-23","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"ремонт гильотина","2026-07-23 - 2026-08-23","1.00","1.00","100.00","2.00","2.00","0.00","0.00","","1.00","1.00","100.00","2.00","2.00","0.00","0.00","","","","0.00","0.00","","",""
"неисправности гильотины","2026-07-23 - 2026-08-23","1.00","0.00","0.00","14.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","14.00",""
"сервис станки ру","2026-07-23 - 2026-08-23","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"услуги по обслуживание станков","2026-07-23 - 2026-08-23","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"другое ремонт листогибов","2026-07-23 - 2026-08-23","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"неисправность ножа гибочного станка","2026-07-23 - 2026-08-23","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"гильотин ремонт","2026-07-23 - 2026-08-23","1.00","0.00","0.00","4.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"ремонт пил рославль","2026-07-23 - 2026-08-23","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"листогиб ошибка w19 вход/выход 24в","2026-07-23 - 2026-08-23","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
